,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,01-Jan-2020,196.25,197.2,197.75,195.8,196.95,197.0,196.95,1459556,287455479.9,9803,573653,39.3,197.0,197.2
1,1,1,1,1,AMBUJACEM,EQ,02-Jan-2020,197.0,197.35,206.4,197.2,205.2,205.35,204.5,8633553,1765524128.35,52407,3116407,36.1,205.35,197.35
2,2,2,2,2,AMBUJACEM,EQ,03-Jan-2020,205.35,204.95,205.8,202.25,203.7,203.4,203.78,2007973,409178019.1,14470,823023,40.99,203.4,204.95
3,3,3,3,3,AMBUJACEM,EQ,06-Jan-2020,203.4,202.85,202.85,196.35,196.9,196.9,198.48,2119702,420710950.55,15192,749538,35.36,196.9,202.85
4,4,4,4,4,AMBUJACEM,EQ,07-Jan-2020,196.9,198.1,202.55,196.7,199.1,199.0,199.1,3557312,708267158.85,24608,1432101,40.26,199.0,198.1
5,5,5,5,5,AMBUJACEM,EQ,08-Jan-2020,199.0,196.0,204.6,195.65,201.7,201.65,201.88,4943334,997937358.4,33909,861913,17.44,201.65,196.0
6,6,6,6,6,AMBUJACEM,EQ,09-Jan-2020,201.65,203.9,209.3,203.85,207.9,207.95,206.87,5537880,1145622109.65,58179,2980169,53.81,207.95,203.9
7,7,7,7,7,AMBUJACEM,EQ,10-Jan-2020,207.95,208.55,214.0,206.8,212.1,211.75,211.46,5362463,1133956895.1,44689,2102309,39.2,211.75,208.55
8,8,8,8,8,AMBUJACEM,EQ,13-Jan-2020,211.75,212.6,214.8,210.65,211.4,211.5,212.12,2628821,557627340.7,20328,749813,28.52,211.5,212.6
9,9,9,9,9,AMBUJACEM,EQ,14-Jan-2020,211.5,212.2,212.45,208.8,209.3,209.3,210.67,3725008,784757540.75,26631,2149770,57.71,209.3,212.2
10,10,10,10,10,AMBUJACEM,EQ,15-Jan-2020,209.3,209.0,212.9,206.65,212.7,212.05,209.96,3359831,705420611.65,20657,1646501,49.01,212.05,209.0
11,11,11,11,11,AMBUJACEM,EQ,16-Jan-2020,212.05,213.5,214.4,209.1,209.2,209.75,210.86,3126006,659136160.6,23505,1207679,38.63,209.75,213.5
12,12,12,12,12,AMBUJACEM,EQ,17-Jan-2020,209.75,209.65,212.4,208.6,210.45,210.4,210.78,1968147,414853698.95,11442,948920,48.21,210.4,209.65
13,13,13,13,13,AMBUJACEM,EQ,20-Jan-2020,210.4,211.4,211.75,206.65,207.35,207.05,208.4,1743715,363396232.9,9487,711408,40.8,207.05,211.4
14,14,14,14,14,AMBUJACEM,EQ,21-Jan-2020,207.05,206.0,209.9,205.7,207.85,207.6,208.04,3142796,653827781.0,19722,1122977,35.73,207.6,206.0
15,15,15,15,15,AMBUJACEM,EQ,22-Jan-2020,207.6,208.9,212.2,208.3,210.0,210.35,210.92,3780055,797303494.3,29406,1918464,50.75,210.35,208.9
16,16,16,16,16,AMBUJACEM,EQ,23-Jan-2020,210.35,210.0,214.95,209.45,213.65,213.65,212.48,4656562,989408727.4,29130,2209011,47.44,213.65,210.0
17,17,17,17,17,AMBUJACEM,EQ,24-Jan-2020,213.65,214.1,216.9,212.6,215.5,215.95,215.13,3540793,761726955.7,32606,1413754,39.93,215.95,214.1
18,18,18,18,18,AMBUJACEM,EQ,27-Jan-2020,215.95,214.6,218.9,214.3,215.0,215.55,216.29,2903622,628018708.6,32711,1002748,34.53,215.55,214.6
19,19,19,19,19,AMBUJACEM,EQ,28-Jan-2020,215.55,215.8,220.25,214.05,216.15,216.15,218.02,5093967,1110589100.65,70614,2056554,40.37,216.15,215.8
20,20,20,20,20,AMBUJACEM,EQ,29-Jan-2020,216.15,216.75,218.25,213.25,214.4,214.05,216.38,3410299,737933889.55,18535,1878931,55.1,214.05,216.75
21,21,21,21,21,AMBUJACEM,EQ,30-Jan-2020,214.05,214.15,214.2,208.7,209.75,209.9,211.12,2971434,627336082.75,21919,1708380,57.49,209.9,214.15
